Technology,DK,FR,DE,IB,LU,UK
Lignite,723.6305391835849,21993.613800456802,53032.10913381987,13081.238449702418,31014.061834374814,10570.181622865108
Coal,0.0,0.0,0.0,0.0,0.0,0.0
Gas,2772.940024012224,44795.549217062224,17744.286775468918,19678.306118716766,21865.841667393695,24900.872243018624
WindOnshore,8044.640908098669,98118.68488613161,5327.468766668587,52833.81832910218,47651.42856,67960.50794815873
WindOffshore,0.0,0.0,0.0,0.0,0.0,0.0
PVGround,0.0,35819.869889266716,29244.71449708956,42413.72385397998,0.0,0.0
PVRoof,0.0,0.0,0.0,0.0,0.0,0.0
PumpedStor,0.0,9430.766846792809,6669.951586829673,9751.316756241842,3228.0,5994.0
BatteryStor,0.0,0.0,0.0,0.0,0.0,0.0
